기준년월,	HSK품목코드,	수출입구분코드,	수산물수출입품목명,	수출입구분명,	당월 수출입중량,	당월 수출입미화금액,	당해 누계 수출입중량,	당해 누계 수출입미화금액,	데이터기준일자	
'202002','0308192000','I','해삼(건조한 것)','수입','358','18947','4561','311336','20200229'
'202002','0308210000','I','성게(산 것 신선 또는 냉장한 것)','수입','6371','671070','10306','1101188','20200229'
'202002','0308220000','I','냉동한 것','수입','3591','77669','11181','251362','20200229'
'202002','0308301000','I','해파리(산 것 신선 또는 냉장한 것)','수입','1','247','1','247','20200229'
'202002','0308304000','I','해파리(염장 또는 염수장한 것)','수입','83190','280232','371840','1185014','20200229'
'202002','0308901019','I','우렁쉥이(기타)(산 것 신선 또는 냉장한 것)','수입','23432','45799','533245','1119449','20200229'
'202002','0308901090','I','수생무척추동물의 기타(산 것)','수입','8068','153964','18151','331598','20200229'
'202002','0508001000','I','산호(coral)','수입','1478','45198','2013','62546','20200229'
'202002','0508002010','I','진주패각','수입','0','0','1132','8882','20200229'
'202002','0508002020','I','청패각(전복)','수입','20','162','20','162','20200229'
'202002','0508002030','I','첩패각과 지첩패각','수입','156846','101532','364413','222591','20200229'
'202002','0508002040','I','야광패각(소라)','수입','38550','100567','62250','155077','20200229'
'202002','0508002090','I','기타패각','수입','867496','170610','1488507','321964','20200229'
'202002','0508009000','I','연체동물/갑각류/극피동물','수입','18001','3261','40128','10146','20200229'
'202002','0511911010','I','부화용알(브라인슈림프알)','수입','5610','494092','9680','822012','20200229'
'202002','0511911090','I','부화용알(브라인슈림프 알 이','수입','43','16121','45','17487','20200229'
'202002','0511912000','I','어류의웨이스트','수입','107016','221939','231017','434518','20200229'
'202002','0511919000','I','어류/갑각류/연체동물/수행동','수입','5554','23173','26990','103357','20200229'
'202002','0511996000','I','동물성의해면','수입','76','14547','183','42790','20200229'
'202002','1212211010','I','김(건조한 것)(식용의 것)','수입','836','14562','1956','77546','20200229'
'202002','1212211090','I','김(기타)(식용의 것)','수입','3','112','4','161','20200229'
'202002','1212212010','I','미역(건조한 것)(식용의 것)','수입','23925','60858','61475','266168','20200229'
'202002','1212212020','I','미역(염장한 것)(식용의 것)','수입','110041','127590','279426','317111','20200229'
'202002','1212212090','I','미역(기타)(식용의 것)','수입','1','57','1','57','20200229'
'202002','1212213010','I','톳(건조한 것)(식용의 것)','수입','0','0','15750','39897','20200229'
'202002','1212213090','I','톳(기타)(식용의 것)','수입','1','17','1','17','20200229'
'202002','1212215090','I','다시마(기타)(식용의 것)','수입','0','12','0','29','20200229'
'202002','1212217019','I','기타','수입','43804','136816','43805','136843','20200229'
'202002','1212218029','I','진두발(기타)(식용의 것)','수입','23446','41456','47568','84448','20200229'
'202002','1212218031','I','말(냉동)(식용의 것)','수입','180','1627','180','1627','20200229'
'202002','1212219019','I','코토니 및 스피노잠(기타)(식용의 것)','수입','908311','1043259','2334012','2489254','20200229'
'202002','1212219099','I','해초류와 기타조류 기타(기타)(식용의 것)','수입','307','7712','330114','231039','20200229'
'202002','1212291090','I','김(기타)','수입','1','21','5','152','20200229'
'202002','1212295090','I','다시마(기타)','수입','1','26','7761','20330','20200229'
'202002','1212298039','I','말(기타)','수입','3000','4950','3000','4950','20200229'
'202002','1212299091','I','해초류와 기타조류 기타(냉동','수입','1','17','1','17','20200229'
'202002','1212299099','I','해초류와 기타조류 기타(기타)','수입','93','2289','6917','7317','20200229'
'202002','1302311000','I','실한천','수입','0','0','7000','108640','20200229'
'202002','1302312000','I','분한천','수입','21101','262074','144659','1709078','20200229'
'202002','1302319000','I','한천(실한천/분한천 이외 기타)','수입','103','3342','113','7511','20200229'
'202002','1504101000','I','상어의 간유(肝油)와 그 분획물','수입','2','21','2','39','20200229'
'202002','1504109000','I','어류의간유/분획물(상어의간유','수입','1085','74342','1095','74893','20200229'
'202002','1504200000','I','어류의 지방과 기름 및 그 분획물[간유(肝油)는 제외한다]','수입','1143454','1793765','1379469','2528713','20200229'
'202002','1504309000','I','기타해서포유동물의 유지와 그','수입','24','200','26','242','20200229'
'202002','1521901000','I','경납(동물성 납)','수입','20','708','20','708','20200229'
'202002','1603003000','I','어류의액스','수입','342809','260325','556528','389555','20200229'
'202002','1603004000','I','어류의즙','수입','516963','352938','827212','600390','20200229'
'202002','1603009000','I','갑각류/연체동물/수생동물의','수입','39','14904','69139','242045','20200229'
'202002','1604111000','I','연어(조제/밀폐용기에 넣은 것)','수입','19','435','33','716','20200229'
'202002','1604119000','I','연어(조제/밀페용기에 넣은 것 이외 기타)','수입','6290','113409','12009','192873','20200229'
'202002','1604121000','I','청어(밀폐용기에넣은것)','수입','2590','8813','2765','9552','20200229'
'202002','1604129000','I','청어(통조림외조제품)','수입','3','33','123','2999','20200229'
'202002','1604131000','I','정어리(밀폐용기에넣은것)','수입','13767','23648','18488','39753','20200229'
'202002','1604139000','I','정어리(통조림외조제품)','수입','44','882','2405','5231','20200229'
'202002','1604141011','I','다랭이(기름담금)','수입','1463','9071','19056','68118','20200229'
'202002','1604141012','I','다랭이(보일드)','수입','10','238','16','384','20200229'
'202002','1604141019','I','다랭이류(다랭이/ 가다랭이 이외 기타/조제/밀폐용기에 넣은 것)','수입','87','1463','15792','182316','20200229'
'202002','1604141021','I','다랭이류(조제/밀폐용기에 넣은 것 이외 기타)','수입','11','38','36671','116178','20200229'
'202002','1604141029','I','가다랭이(기타)','수입','2','116','2','158','20200229'
'202002','1604141039','I','버니토우(기타)','수입','29','1476','31','1547','20200229'
'202002','1604149000','I','다랭이류(조제/밀폐용기에 넣은 것 이외 기타)','수입','13145','96138','19438','135983','20200229'
'202002','1604151000','I','고등어(조제/밀폐용기에 넣은 것)','수입','29302','89387','83045','375560','20200229'
'202002','1604159000','I','고등어(조제/밀폐용기에 넣은 것 이외 기타)','수입','3628','11640','6820','39697','20200229'
'202002','1604161000','I','멸치(조제/밀폐용기에 넣은 것)','수입','3829','53147','7870','120458','20200229'
'202002','1604169000','I','전갱이(조제/밀폐용기에 넣은 것 이외 기타)','수입','15','258','1005','8453','20200229'
'202002','1604179000','I','뱀장어(조제 또는 저장처리)','수입','54485','1157878','112989','2383599','20200229'
'202002','1604189000','I','기타','수입','1381','68779','3330','189173','20200229'
'202002','1604191010','I','꽁치(통조림외조제품)','수입','1','31','1','31','20200229'
'202002','1604191020','I','전갱이(밀폐용기에넣은것)','수입','600','9046','600','9046','20200229'
'202002','1604191090','I','어류조제품(연어/청어/정어리/고등어 등 밀폐용기에넣은것)','수입','92','1730','181','3299','20200229'
'202002','1604199010','I','쥐치포(조제/밀페용기 이외 기타)','수입','470843','4214277','1003631','8771803','20200229'
'202002','1604199090','I','어류조제품(연어/청어/고등어/기타/조제/밀폐용기에 넣은 것)','수입','445834','2127370','1448473','7702224','20200229'
'202002','1604201000','I','생선페이스트','수입','110','962','120','1096','20200229'
'202002','1604202000','I','생선마리네이드','수입','0','0','150','2629','20200229'
'202002','1604203000','I','생선소시지','수입','0','10','1','35','20200229'
'202002','1604204010','I','생선묵(게맛)','수입','72210','191660','166655','498469','20200229'
'202002','1604204090','I','생선묵(게맛의 것 이외 기타)','수입','127090','541868','372076','1534719','20200229'
'202002','1604209000','I','어류조제/저장제품(생선 페이스트/마리네이드/소시지/생선묵)','수입','242328','1029038','651726','2506164','20200229'
'202002','1604310000','I','캐비아','수입','72','50879','126','91863','20200229'
'202002','1604320000','I','캐비아 대용물','수입','169633','1824151','318287','3117002','20200229'
'202002','1605101010','I','게살(밀폐용기에넣은것)','수입','551','52306','1138','105931','20200229'
'202002','1605101091','I','붉은 대게살(밀폐용기에 넣은 것/ 훈제한 것 이외 기타)','수입','0','0','15414','302882','20200229'
'202002','1605101099','I','기타 게살(밀폐용기에 넣은 것/ 훈제한 것 이외 기타)','수입','2668','130425','4419','236873','20200229'
'202002','1605109000','I','게 조제품(게살 이외 기타)','수입','4052','43178','8809','79293','20200229'
'202002','1605211000','I','새우류(조제 또는 저장처리)(밀폐용기에 넣지 아니한 것)(브레드한 것)','수입','672483','4574844','1831842','12173575','20200229'
'202002','1605219000','I','새우류(조제 또는 저장처리)(밀폐용기에 넣지 아니한 것)(기타)','수입','568379','5943434','1071681','10835947','20200229'
'202002','1605290000','I','새우류(조제 또는 저장처리)','수입','12028','83147','25909','216457','20200229'
'202002','1605301000','I','바다가재(밀폐용기에넣은것)','수입','231','18628','231','18628','20200229'
'202002','1605309000','I','바다가재(통조림외)','수입','66','1682','131','4488','20200229'
'202002','1605401000','I','기타갑각류(밀폐용기에넣은것)','수입','1','25','1','25','20200229'
'202002','1605409000','I','갑각류 조제품(게/새우/바다가재기타/밀폐용기에넣은것이외기타)','수입','0','0','140','840','20200229'
'202002','1605511000','I','굴(조제 또는 저장처리)(밀폐용기에 넣은 것)','수입','16','395','45','895','20200229'
'202002','1605519000','I','굴(조제 또는 저장처리)(기타)','수입','24700','59892','32700','83988','20200229'
'202002','1605529000','I','가리비과의 조개(조제 또는 저장처리)(기타)','수입','58428','210581','232198','1286582','20200229'
'202002','1605531000','I','홍합(조제 또는 저장처리)(밀폐용기에 넣은 것)','수입','0','0','20501','58124','20200229'
'202002','1605539000','I','홍합(조제 또는 저장처리)(기타)','수입','192500','730879','540516','2567003','20200229'
'202002','1605541010','I','갑오징어와 오징어(조제 또는 저장처리)(밀폐용기에 넣은 것)','수입','0','0','0','9','20200229'
'202002','1605541090','I','갑오징어와 오징어(조제 또는 저장처리)(기타)','수입','0','0','15565','39032','20200229'
'202002','1605542010','I','오징어(조제 또는 저장처리)(밀폐용기에 넣은 것)','수입','140','4482','140','4528','20200229'
'202002','1605542091','I','조미오징어(조제 또는 저장처리)(밀폐용기에 넣은 것)','수입','522363','1878502','1156549','4076004','20200229'
'202002','1605542099','I','오징어 기타(조제 또는 저장처리)','수입','1206649','4802563','3623527','15632286','20200229'
'202002','1605551000','I','문어(조제 또는 저장처리)(밀폐용기에 넣은 것)','수입','8','890','8','890','20200229'
'202002','1605559000','I','문어(조제 또는 저장처리)(기타)','수입','364410','2524536','951117','6366386','20200229'
'202002','1605561010','I','바지락(조제 또는 저장처리)(밀폐용기에 넣은 것)','수입','0','0','1','3','20200229'
'202002','1605561090','I','바지락(조제 또는 저장처리)(기타)','수입','167560','432306','602851','1479481','20200229'
'202002','1605562090','I','새조개(조제 또는 저장처리)(기타)','수입','0','0','8257','163658','20200229'
'202002','1605569010','I','클램/ 새조개 및 피조개 기타(조제 또는 저장처리)(밀폐용기에 넣은 것)','수입','2','125','2','125','20200229'
'202002','1605569090','I','클램/ 새조개 및 피조개 기타(조제 또는 저장처리)(기타)','수입','9000','21838','28334','102881','20200229'
'202002','1605571000','I','전복(밀폐용기에넣은것)','수입','0','0','359','32558','20200229'
'202002','1605579000','I','전복(조제 또는 저장처리) 기타','수입','80775','1697412','142392','3042516','20200229'
'202002','1605581000','I','달팽이(조제 또는 저장처리)(밀폐용기에 넣은 것)','수입','192','4014','9792','38069','20200229'
'202002','1605589000','I','달팽이(조제 또는 저장처리)(기타)','수입','0','13','17979','51111','20200229'
'202002','1605591090','I','골뱅이(조제 또는 저장처리)(기타)','수입','646864','7385331','1062189','12139894','20200229'
'202002','1605592090','I','소라(조제 또는 저장처리)기타','수입','40955','317677','189983','872347','20200229'
'202002','1605599090','I','연체동물 기타(조제 또는 저장처리)(기타)','수입','447654','2314849','1145716','5755137','20200229'
'202002','1605611000','I','해삼(조제 또는 저장처리)(밀폐용기에 넣은 것)','수입','0','0','2','51','20200229'
'202002','1605619000','I','해삼(조제 또는 저장처리)기타','수입','8727','771992','19777','1657906','20200229'
'202002','1605629000','I','성게(조제 또는 저장처리)(기타)','수입','0','15','22','1823','20200229'
'202002','1605639000','I','해파리(조제 또는 저장처리)(기타)','수입','3900','53660','5820','77551','20200229'
'202002','1605699000','I','기타 수생무척추동물의 기타(조제 또는 저장처리)(기타)','수입','1325','17073','2536','30847','20200229'
'202002','2008995010','I','김','수입','7796','169049','7956','180508','20200229'
'202002','2008995090','I','기타 김','수입','827','10869','847','13712','20200229'
'202002','2104102000','I','어류의 수우프/ 브로드와 수우프 브로드 제조용 조제품','수입','7','70','139','1539','20200229'
'202002','2301201000','I','어류의 분.조분 및 펠리트','수입','4722708','6833354','8872479','13128968','20200229'
'202002','2301209000','I','어류외기타 분.조분 및 펠리트','수입','149402','187527','242232','327818','20200229'
'202002','2501001010','I','암염(岩鹽)','수입','48546','40924','298468','124238','20200229'
'202002','2501001020','I','천일염','수입','260833055','9916409','713134009','28020616','20200229'
'202002','2501009010','I','식염','수입','4145539','370942','32018085','2290263','20200229'
'202002','2501009020','I','순염화나트륨','수입','1208652','471001','2226856','924178','20200229'
'202002','2501009090','I','기타소금/해수','수입','2529708','334210','8302811','969597','20200229'
'202002','4202311040','I','장어류의 가죽으로 만든 것','수입','0','0','1','498','20200229'
'202002','4203301040','I','장어류의 가죽으로 만든 것','수입','9','1233','9','1233','20200229'
'202002','7101102000','I','가공한 것','수입','1','460','1','460','20200229'
'202002','7101210000','I','양식진주(가공하지않은것)','수입','2','2645','2','2645','20200229'
'202002','7101220000','I','양식진주(가공한것)','수입','6','34405','52','250522','20200229'
'202002','7116101000','I','천연진주로만든 것','수입','4','12949','6','13686','20200229'
'202002','7116102000','I','양식진주로 만든 것','수입','13','13954','143','80373','20200229'
'202002','9601901090','I','패각(기타)','수입','222','21128','14968','84971','20200229'
'202002','9606291000','I','조개껍질로 만든것','수입','60','3186','407','24251','20200229'
