기준년월,	HSK품목코드,	수출입구분코드,	수산물수출입품목명,	수출입구분명,	당월 수출입중량,	당월 수출입미화금액,	당해 누계 수출입중량,	당해 누계 수출입미화금액,	데이터기준일자	
'202002','0106903010','E','갯지렁이','수출','29','1349','29','1349','20200229'
'202002','0301992000','E','방어(활어)','수출','28','726','84','1917','20200229'
'202002','0301994090','E','돔(기타)','수출','292','5102','715','13449','20200229'
'202002','0301995000','E','붕장어(활어)','수출','129006','1263203','280369','2856721','20200229'
'202002','0301998000','E','넙치(활어)','수출','215523','2593685','443810','5425633','20200229'
'202002','0301999010','E','능성어(활어)','수출','492','4883','536','6238','20200229'
'202002','0301999020','E','복어(활어)','수출','1376','32957','3516','93818','20200229'
'202002','0301999040','E','볼락(적어포함/활어)','수출','3287','47029','7587','118996','20200229'
'202002','0301999060','E','숭어(활어)','수출','2183','32318','4529','66313','20200229'
'202002','0301999070','E','미꾸라지(활어)','수출','47','1069','104','2369','20200229'
'202002','0301999091','E','노래미(활어)','수출','0','0','810','960','20200229'
'202002','0301999095','E','민어(활어)','수출','0','0','1000','6245','20200229'
'202002','0301999099','E','기타어류(활어)','수출','741','20756','5699','59511','20200229'
'202002','0302140000','E','대서양 연어(신선 또는 냉장)(살모 살라) 및 다뉴브 연어(후코 후코)','수출','1071','22951','2172','49026','20200229'
'202002','0302210000','E','넙치(간장/ 어란제외/신선/ 냉장/피레트/ 어육제외)','수출','16103','203910','41514','456406','20200229'
'202002','0302230000','E','서대 솔레아종(신선/냉장)','수출','0','0','10','173','20200229'
'202002','0302240000','E','터벗(신선 또는 냉장)(프세타 맥시마)','수출','1598','38963','3110','76518','20200229'
'202002','0302290000','E','기타 넙치류(간장/ 어란제외/신선/ 냉장/피레트/ 어육제외)','수출','2519','10705','32939','75573','20200229'
'202002','0302340000','E','눈다랑어(터너스오베서스/신선/냉장)','수출','0','0','493','4190','20200229'
'202002','0302390000','E','기타(신선/냉장)','수출','117','471','1020','2552','20200229'
'202002','0302410000','E','청어(신선 또는 냉장)(클루페아 하렌구스/클루페아 팔라시)','수출','0','0','72476','46266','20200229'
'202002','0302420000','E','멸치(신선 또는 냉장)(엔그라울리스종)','수출','0','0','53','291','20200229'
'202002','0302491000','E','삼치[스콤버로모러스(Scomberomorus)종]','수출','831','6721','1910','16156','20200229'
'202002','0302492000','E','병어[팜푸스(Pampus)종]','수출','160','4062','340','9157','20200229'
'202002','0302499000','E','기타','수출','129','5037','129','5037','20200229'
'202002','0302510000','E','대구(신선 또는 냉장)(가두스 모르화/가두스 오각/가두스 마크로세팔루스)','수출','390','3187','390','3187','20200229'
'202002','0302550000','E','명태(신선 또는 냉장)(테라그라 찰코그라마)','수출','1598','3205','1598','3205','20200229'
'202002','0302820000','E','가오리와 홍어(라지대과)(신선 또는 냉장)','수출','14','237','37','727','20200229'
'202002','0302850000','E','돔(신선 또는 냉장)(스파리대과)','수출','11','295','380','3288','20200229'
'202002','0302891000','E','방어(신선 또는 냉장)','수출','98853','287293','135042','371952','20200229'
'202002','0302892000','E','갈치(신선 또는 냉장)','수출','61','2222','94','3427','20200229'
'202002','0302893000','E','붕장어(신선 또는 냉장)','수출','29','1809','70','4662','20200229'
'202002','0302895000','E','꽁치(신선 또는 냉장)(학꽁치를 포함한다)','수출','2107','21710','9808','72511','20200229'
'202002','0302896000','E','돔(신선 또는 냉장)(스파리대과를 제외한다)','수출','74','2868','1071','9441','20200229'
'202002','0302899020','E','복어(신선 또는 냉장)','수출','1368','33402','3135','78912','20200229'
'202002','0302899040','E','아귀(신선 또는 냉장)','수출','48240','168053','168212','552355','20200229'
'202002','0302899090','E','기타(신선 또는 냉장)(삼치/복어/병어/아귀 외 기타)','수출','97038','1758117','170220','3453284','20200229'
'202002','0302912000','E','어란(魚卵)ㆍ어백(魚白)','수출','12','141','37','708','20200229'
'202002','0303120000','E','그 밖의 태평양 연어(옹코링쿠스 고르부스카/옹코링쿠스 케타/옹코링쿠스 차비차/옹코링쿠스 키수츠/옹코링쿠스 마소/옹코링쿠스 로두루스)','수출','715081','1414881','979459','2044591','20200229'
'202002','0303140000','E','송어(살모 트루타/옹코링쿠스-미키스/클라키/아구아보니타/길래/아파케/크리소가스터)','수출','1860','1891','1860','1891','20200229'
'202002','0303190000','E','연어(기타)','수출','0','0','2268','5219','20200229'
'202002','0303260000','E','뱀장어(냉동)(앵귈라종)','수출','260','11718','510','23590','20200229'
'202002','0303290000','E','연어(송어/ 대서양연어 등 이외 기타/냉동/피레트/ 어육제외)','수출','79','2553','237','8576','20200229'
'202002','0303310000','E','넙치[레인하드티우스 히포글러소이데스/히포글러서스 히포글러서스/히포글러서스 스테노레피스)','수출','24272','155096','26055','161504','20200229'
'202002','0303320000','E','가자미(플루로넥테스 플라테사)','수출','1463','15596','3683','44938','20200229'
'202002','0303330000','E','서대(간장/ 어란제외/냉동/피레트/ 어육제외)','수출','11','423','71','33299','20200229'
'202002','0303390000','E','넙치류(간장/ 어란제외/냉동/피레트/ 어육제외)','수출','272076','1026155','462235','1469925','20200229'
'202002','0303410000','E','날개다랑어 또는 긴지느러미다랑어(터너스알라룽가/냉동)','수출','112065','366260','193246','626305','20200229'
'202002','0303420000','E','황다랑어(터너스 알바카레스/냉동)','수출','883040','1888428','2621261','4796631','20200229'
'202002','0303430000','E','가다랑어 또는 줄무늬버니토우(냉동)','수출','6716864','7711298','30492352','26459467','20200229'
'202002','0303440000','E','눈다랑어(냉동)','수출','235702','753742','793866','1949492','20200229'
'202002','0303451000','E','대서양 참다랑어(냉동)(터너스 티너스)','수출','96','3522','895','20963','20200229'
'202002','0303460000','E','남방참다랑어(터너스맥코이/냉동)','수출','0','0','198054','2650791','20200229'
'202002','0303490000','E','기타(냉동)','수출','73720','62016','73720','62016','20200229'
'202002','0303510000','E','청어(클루페아 하렌구스/클루페아 팔라시)','수출','1466227','1114049','7468004','5398101','20200229'
'202002','0303530000','E','정어리(냉동)(사르디나 필차르두스/사르디노프스종)','수출','160244','117615','583010','417200','20200229'
'202002','0303540000','E','고등어(스콤버 스콤브루스/스콤버 오스트랄라시쿠스/스콤버 자포니쿠스)','수출','8268527','6841298','18481826','14876196','20200229'
'202002','0303550000','E','전갱이(냉동)(트라커러스종)','수출','733920','1311035','1305455','2505518','20200229'
'202002','0303570000','E','황새치(자이피어스글래디어스)','수출','149267','879072','373061','2157370','20200229'
'202002','0303591000','E','삼치[스콤버로모러스(Scomberomorus)종]','수출','431944','1862283','1443316','5682947','20200229'
'202002','0303592000','E','꽁치[콜로라비스 사이라(Cololabis saira)]','수출','153240','181711','157713','194737','20200229'
'202002','0303599000','E','기타','수출','96421','237864','475704','618267','20200229'
'202002','0303630000','E','대구(가두스 모르화/가두스 오각/가두스 마크로세팔루스)','수출','1447545','4171701','3360635','10262566','20200229'
'202002','0303660000','E','민대구(냉동)(메루키우스종 등 2종)','수출','447358','584621','847958','1174517','20200229'
'202002','0303670000','E','명태(냉동)(테라그라 찰코그라마)','수출','154023','356172','213504','490528','20200229'
'202002','0303691000','E','새꼬리민태(냉동)','수출','88920','193676','88920','193676','20200229'
'202002','0303699000','E','기타(냉동)(새꼬리민태 외 기타)','수출','126000','165801','126000','165801','20200229'
'202002','0303821000','E','가오리(냉동)','수출','1035','1131','1035','1131','20200229'
'202002','0303822000','E','홍어(냉동)','수출','934','17827','10610','34335','20200229'
'202002','0303830000','E','이빨고기(냉동)(디소스티쿠스종)','수출','108587','2097697','171958','2865225','20200229'
'202002','0303840000','E','농어(신선 또는 냉장)(디센트라르쿠스종)','수출','2008','34839','4315','67609','20200229'
'202002','0303891000','E','은대구(냉동)','수출','1020','19307','1020','19307','20200229'
'202002','0303892000','E','갈치(냉동)','수출','371679','940434','768194','1719994','20200229'
'202002','0303893010','E','옥돔(냉동)(브랜치오스테거스 자포니커스)','수출','39','1630','67','3669','20200229'
'202002','0303893090','E','돔(냉동)(기타)','수출','2618','3454','26242','63292','20200229'
'202002','0303894000','E','붕장어(냉동)','수출','4331','35217','33675','163092','20200229'
'202002','0303895000','E','조기(냉동)','수출','4565','35553','5507','47617','20200229'
'202002','0303896000','E','꽁치(냉동)(학꽁치를 포함한다)','수출','68245','244322','123505','474485','20200229'
'202002','0303899030','E','달고기(냉동)','수출','19294','46371','87672','98168','20200229'
'202002','0303899040','E','임연수어(냉동)','수출','23740','70017','47860','143363','20200229'
'202002','0303899050','E','볼낙(냉동)(적어를 포함한다)','수출','296487','669114','323507','717536','20200229'
'202002','0303899060','E','아귀(냉동)','수출','37490','76075','45504','109534','20200229'
'202002','0303899070','E','먹장어(냉동)(대서양 또는 태평양)','수출','156','1646','156','1646','20200229'
'202002','0303899091','E','민어(냉동)','수출','97369','144039','100735','165204','20200229'
'202002','0303899093','E','이빨고기(냉동)(디소스티쿠스종은 제외한다)','수출','67','615','67','615','20200229'
'202002','0303899099','E','기타어류(냉동)','수출','2372548','3728994','4373860','6779986','20200229'
'202002','0303912010','E','명란','수출','213945','2052383','373343','3285345','20200229'
'202002','0303912090','E','기타','수출','59354','201056','68977','238711','20200229'
'202002','0303990000','E','기타','수출','152767','376971','360943','906963','20200229'
'202002','0304390000','E','기타(신선 또는 냉장한 피레트)','수출','244','6906','489','13964','20200229'
'202002','0304410000','E','태평양 연어(옹코링쿠스- 넬카/고르부스카/케타/차비차/키수츠/마소//로두루스/ 대서양 연어(살모 살라/다뉴브 연어)','수출','0','0','1063','20478','20200229'
'202002','0304482000','E','홍어','수출','8','546','8','546','20200229'
'202002','0304491000','E','붕장어(신선 또는 냉장한 피레트)','수출','83084','951465','195645','2302267','20200229'
'202002','0304519000','E','틸라피아/메기/잉어/뱀장어/나일퍼치 종의 기타(기타/신선 또는 냉장한 것)','수출','88','1863','219','3864','20200229'
'202002','0304529000','E','연어류 기타(기타/신선 또는 냉장한 것)','수출','2','0','2','0','20200229'
'202002','0304710000','E','대구(가두스 모르화/가두스 오각/가두스 마크로세팔루스)','수출','22','22','52','381','20200229'
'202002','0304750000','E','명태(냉동한 피레트)(테라그라 찰코그라마)','수출','1588','10757','1852','13004','20200229'
'202002','0304831000','E','가자미(냉동한 피레트)','수출','5310','33722','7371','47895','20200229'
'202002','0304839000','E','넙치류 기타(냉동한 피레트)','수출','27','207','27','207','20200229'
'202002','0304840000','E','황새치(냉동한 피레트)(자이피어스 글래디어스)','수출','167526','1247984','294941','2223810','20200229'
'202002','0304860000','E','청어(냉동한 피레트)(클루페아 하렌구스 /클루페아팔라시)','수출','200','759','200','759','20200229'
'202002','0304871000','E','참다랑어(냉동한 피레트)','수출','30804','677056','45871','1255830','20200229'
'202002','0304879000','E','다랑어 기타(냉동한 피레트)','수출','1605664','15652538','3097274','30761156','20200229'
'202002','0304891000','E','붕장어의 것(냉동한 피레트)','수출','48998','402329','103565','1052592','20200229'
'202002','0304894000','E','쥐치의 것(냉동한 피레트)','수출','1','110','1','110','20200229'
'202002','0304899000','E','기타어류의 기타(냉동한 피레트)','수출','155403','1551505','290405','3039240','20200229'
'202002','0304919000','E','황새치(기타/냉동)','수출','0','0','26000','231912','20200229'
'202002','0304941000','E','명태 냉동연육','수출','20000','73164','40000','145307','20200229'
'202002','0304949000','E','명태 냉동연육 외 기타','수출','1928','10519','11078','30253','20200229'
'202002','0304991000','E','기타 냉동연육','수출','2069','13086','82073','148310','20200229'
'202002','0304999000','E','기타 냉동연육 외 기타','수출','60380','636009','119788','1155443','20200229'
'202002','0305100000','E','어류의 고운 가루ㆍ거친 가루와 펠릿(pellet)(식용에 적합한 것으로 한정한다)','수출','416','3746','437','4439','20200229'
'202002','0305204010','E','어란(명태/염장/염수장)','수출','1151','31462','1975','50197','20200229'
'202002','0305311000','E','틸라피아/메기/잉어/뱀장어/나일퍼치 종의 건조한 것','수출','28','944','28','944','20200229'
'202002','0305391000','E','기타어류의 피레트(건조한것)','수출','0','0','198','5008','20200229'
'202002','0305392000','E','기타어류의 피레트(염장 또는 염수장한 것)','수출','1488','11124','2304','16716','20200229'
'202002','0305410000','E','태평양 연어(옹코링쿠스- 넬카/고르부스카/케타/차비차/키수츠/마소/로두루스)/ 대서양 연어(살모 살라)/ 다뉴브 연어(후코 후코))','수출','500','8701','1500','26133','20200229'
'202002','0305491000','E','멸치(훈제/피레트포함)','수출','3960','33679','3960','33679','20200229'
'202002','0305492000','E','명태(훈제/피레트포함)','수출','50','1667','5252','31272','20200229'
'202002','0305499000','E','어류(연어/ 청어/ 멸치/ 명태이외 기타/훈제/피레트 포함)','수출','150','7950','150','7950','20200229'
'202002','0305510000','E','대구(건조/염장불문/훈제제외)','수출','274','8589','274','8589','20200229'
'202002','0305530000','E','대구[가두스 모르화(Gadus morhua)ㆍ가두스 오각(Gadus ogac)ㆍ가두스 마크로세팔루스(Gadus macrocephalus)] 이외의 브레그마세로티대(Bregmacerotidae)과ㆍ유','수출','34','1127','34','1127','20200229'
'202002','0305541000','E','멸치[엔그라울리스(Engraulis)종]','수출','60473','836377','71067','985190','20200229'
'202002','0305593000','E','명태(건조/염장불문/훈제제외)','수출','5947','99028','36427','503108','20200229'
'202002','0305594000','E','조기(건조/염장불문/훈제제외)','수출','2016','36867','2887','43731','20200229'
'202002','0305598000','E','실치(건조/염장불문/훈제제외)','수출','50','678','50','678','20200229'
'202002','0305599000','E','어류(대구/상어지느러미/멸치/명태/조기등외기타건조/훈제제외)','수출','1864','28246','8921','128697','20200229'
'202002','0305610000','E','청어(염장/염수장)','수출','120','612','120','612','20200229'
'202002','0305631000','E','멸치젓(염장/염수장)','수출','5521','10517','7590','14233','20200229'
'202002','0305691000','E','연어(염장/ 염수장)','수출','0','0','158','800','20200229'
'202002','0305693000','E','갈치(염장/염수장)','수출','1174','10696','1434','13547','20200229'
'202002','0305695000','E','고등어(염장/염수장)','수출','10105','74957','13730','108169','20200229'
'202002','0305696000','E','조기(염장/염수장)','수출','0','0','285','573','20200229'
'202002','0305698000','E','꽁치(학꽁치 포함/염장/ 염수장)','수출','1920','11424','2015','12105','20200229'
'202002','0305699000','E','어류(청어/대구/연어/송어/갈치/정어리/고등어 등 이외)','수출','9372','76713','10132','84232','20200229'
'202002','0305729000','E','대구의 것 외 기타(어류의 머리 꼬리 위)','수출','48','863','48','863','20200229'
'202002','0305790000','E','기타 어류의 머리 꼬리','수출','10999','88167','14353','126362','20200229'
'202002','0306119000','E','닭새우류(팔리누루스종 파누리루스종 자수스종)(냉동한것)(기타)','수출','131','764','131','764','20200229'
'202002','0306129000','E','바닷가재(호마루스종)(냉동한 것) 훈제한 것(기타)','수출','1663','28831','2117','37435','20200229'
'202002','0306141090','E','게살(냉동한 것) 훈제한 것(기타)','수출','200','1442','958','7647','20200229'
'202002','0306142090','E','왕게(냉동한 것) 기타','수출','5876','230331','8426','303881','20200229'
'202002','0306143090','E','꽃게(냉동한 것) 기타','수출','45955','64701','64508','150057','20200229'
'202002','0306149090','E','갑각류 기타(냉동한 것)(훈제한것 외 기타)','수출','501376','4238684','840077','7136084','20200229'
'202002','0306171090','E','기타의 새우류의 새우살(냉동한 것)(훈제한 것 외 기타)','수출','152','3523','408','8436','20200229'
'202002','0306179090','E','기타의 새우류의 기타(냉동한 것)(훈제한 것 외 기타)','수출','4458','29561','4458','29561','20200229'
'202002','0306199000','E','기타[분ㆍ조분 및 펠리트를 포함(식용에 적합)](냉동한 것)(훈제한 것 외 기타)','수출','0','0','2048','49870','20200229'
'202002','0306320000','E','바닷가재[호마루스(Homarus)종]','수출','0','0','70','2576','20200229'
'202002','0306331000','E','꽃게','수출','108','525','308','6208','20200229'
'202002','0306332000','E','대게','수출','494','15601','1442','47130','20200229'
'202002','0306339000','E','게(기타)','수출','73800','2626104','386638','17019535','20200229'
'202002','0306959020','E','건조한 것','수출','352','7268','531','11131','20200229'
'202002','0306959030','E','염장이나 염수장한 것','수출','5060','17959','26369','130548','20200229'
'202002','0306992000','E','건조한 것','수출','24000','59328','48200','119206','20200229'
'202002','0306993000','E','염장이나 염수장한 것','수출','20','229','40','463','20200229'
'202002','0307111090','E','굴치패 종패용 외 기타(산 것  신선 또는 냉장한 것)','수출','14449','119348','52780','304622','20200229'
'202002','0307119000','E','굴치패 기타(산 것 신선 또는 냉장한 것)','수출','20466','160858','91964','515098','20200229'
'202002','0307120000','E','냉동한 것','수출','445934','2832416','620173','4040219','20200229'
'202002','0307193000','E','기타 굴(염장 또는 염수장','수출','128','1380','528','7933','20200229'
'202002','0307210000','E','가리비과의 조개(산것/신선/ 냉장)','수출','5290','68809','11511','155518','20200229'
'202002','0307320000','E','냉동한 것','수출','2580','10032','3024','12622','20200229'
'202002','0307399000','E','홍합(산 것/ 신선/ 냉장/ 냉동/ 건조 이외 기타)','수출','520','2366','520','2366','20200229'
'202002','0307421010','E','세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종','수출','0','0','6','136','20200229'
'202002','0307421090','E','기타','수출','0','0','2331','5002','20200229'
'202002','0307422090','E','기타','수출','0','0','22','340','20200229'
'202002','0307431090','E','기타','수출','930','14757','12027','103333','20200229'
'202002','0307432010','E','옴마스트레페스(Ommastrephes)종ㆍ로리고(Loligo)종ㆍ노토토다루스(Nototodarus)종ㆍ세피오투디스(Sepioteuthis)종','수출','50854','242542','124001','462834','20200229'
'202002','0307432090','E','기타','수출','403276','1899156','593116','2680930','20200229'
'202002','0307492010','E','갑오징어[세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종]와 오징어[옴마스트레페스(Ommastrephes)종ㆍ로','수출','2030','23450','2030','23450','20200229'
'202002','0307492090','E','기타','수출','48','901','48','901','20200229'
'202002','0307493010','E','갑오징어[세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종]와 오징어[옴마스트레페스(Ommastrephes)종ㆍ로','수출','370','6427','3322','51597','20200229'
'202002','0307493090','E','기타','수출','2132','80068','3771','108733','20200229'
'202002','0307511000','E','낙지(산것/신선/ 냉장)','수출','1733','28134','3394','58496','20200229'
'202002','0307519000','E','기타문어(산것/신선/ 냉장)','수출','390','13177','736','22923','20200229'
'202002','0307521000','E','문어','수출','3540','35240','6980','48563','20200229'
'202002','0307522000','E','낙지','수출','1116','7845','1536','12932','20200229'
'202002','0307529000','E','기타','수출','2436','17690','2436','17690','20200229'
'202002','0307592000','E','문어(건조)','수출','0','0','80','3364','20200229'
'202002','0307599000','E','문어(산것/ 신선/ 냉장/ 냉동/ 건조 이외 기타)','수출','360','5066','360','5066','20200229'
'202002','0307712090','E','피조개 기타(산 것  신선 또는 냉장한 것)','수출','51361','537869','90380','1031112','20200229'
'202002','0307714000','E','바지락(산 것 신선 또는 냉장한 것)','수출','25640','77297','25760','77958','20200229'
'202002','0307719000','E','클램/ 새조개 및 피조개 기타(산 것 / 신선 또는 냉장한 것)','수출','43788','439664','95835','967866','20200229'
'202002','0307723000','E','바지락','수출','22098','104507','88360','416088','20200229'
'202002','0307729000','E','기타','수출','1','1','2418','14023','20200229'
'202002','0307810000','E','전복(산 것 신선 또는 냉장한 것)','수출','128224','3479910','252113','7067512','20200229'
'202002','0307820000','E','살아있거나/ 신선하거나 냉장한 수정고둥류[스트롬버스(Strombus)종]','수출','34916','71814','194026','356364','20200229'
'202002','0307830000','E','냉동한 전복[할리오티스(Haliotis)종]','수출','684','20261','794','21976','20200229'
'202002','0307911000','E','소라(산 것 신선 또는 냉장한 것)','수출','119823','418710','200853','722897','20200229'
'202002','0307912090','E','진주조개(기타)(산 것 신선 또는 냉장한 것)','수출','60','717','260','3126','20200229'
'202002','0307913000','E','개아지살(산 것 신선 또는 냉장한 것)','수출','7515','174905','14463','339076','20200229'
'202002','0307914000','E','재첩(산 것 신선 또는 냉장한 것)','수출','1820','7746','1820','7746','20200229'
'202002','0307919000','E','기타[분 조분 펠리트 포함(식용 적합)]의 기타(산/신선/냉장)','수출','15335','30589','39656','98608','20200229'
'202002','0307921000','E','개아지살','수출','60','1874','62','1879','20200229'
'202002','0307922000','E','소라','수출','114','1025','114','1025','20200229'
'202002','0307929000','E','기타','수출','30700','204233','52344','237370','20200229'
'202002','0307994110','E','골뱅이 (훈제한 것)(밀폐용기에 넣은 것)','수출','0','0','269','3330','20200229'
'202002','0307994900','E','기타[분 조분 펠리트를 포함(식용에 적합한)]의 기타(훈제한 것)','수출','1820','15376','2272','22903','20200229'
'202002','0308110000','E','해삼(산 것 신선 또는 냉장한 것)','수출','920','23982','3486','73564','20200229'
'202002','0308192000','E','해삼(건조한 것)','수출','512','70798','727','121296','20200229'
'202002','0308193000','E','해삼(염장 또는 염수장한 것)','수출','1202','65500','1904','100500','20200229'
'202002','0308220000','E','냉동한 것','수출','1433','176914','1433','176914','20200229'
'202002','0308293000','E','성게(염장 또는 염수장한 것)','수출','6820','462803','14528','1100368','20200229'
'202002','0308304000','E','해파리(염장 또는 염수장한 것)','수출','1353','7279','3907','21442','20200229'
'202002','0308901019','E','우렁쉥이(기타)(산 것 신선 또는 냉장한 것)','수출','2444','26431','5301','57171','20200229'
'202002','0308901090','E','수생무척추동물의 기타(산 것)','수출','276','3459','333','4249','20200229'
'202002','0308902010','E','우렁쉥이(냉동한 것)','수출','530','4159','2368','24598','20200229'
'202002','0308902090','E','수생무척추동물의 기타(냉동 한것)','수출','4517','16454','5716','20727','20200229'
'202002','0508002020','E','청패각(전복)','수출','0','0','17000','7900','20200229'
'202002','0508002090','E','기타패각','수출','0','0','115200','22500','20200229'
'202002','0508009000','E','연체동물/갑각류/극피동물','수출','69944','86134','93412','226409','20200229'
'202002','0511911010','E','부화용알(브라인슈림프알)','수출','109','5008','185','15521','20200229'
'202002','0511919000','E','어류/갑각류/연체동물/수행동','수출','223323','322209','352734','641294','20200229'
'202002','0511996000','E','동물성의해면','수출','5','210','5','210','20200229'
'202002','1212211010','E','김(건조한 것)(식용의 것)','수출','688333','11336863','1300111','21346321','20200229'
'202002','1212211020','E','김(냉장한 것)(식용의 것)','수출','0','0','148','3720','20200229'
'202002','1212211030','E','김(냉동한 것)(식용의 것)','수출','850','4265','850','4265','20200229'
'202002','1212211090','E','김(기타)(식용의 것)','수출','6350','77866','10758','111643','20200229'
'202002','1212212010','E','미역(건조한 것)(식용의 것)','수출','163010','1922294','278970','3400160','20200229'
'202002','1212212020','E','미역(염장한 것)(식용의 것)','수출','197292','318746','625863','825053','20200229'
'202002','1212212040','E','미역(냉동한 것)(식용의 것)','수출','158625','220976','166374','236163','20200229'
'202002','1212212090','E','미역(기타)(식용의 것)','수출','235','2711','528','5564','20200229'
'202002','1212213010','E','톳(건조한 것)(식용의 것)','수출','124634','1469416','323241','3633681','20200229'
'202002','1212213030','E','톳(냉동한 것)(식용의 것)','수출','4','4','16','12','20200229'
'202002','1212213090','E','톳(기타)(식용의 것)','수출','4654','10723','5249','16149','20200229'
'202002','1212214010','E','파래(건조한 것)(식용의 것)','수출','366','3321','743','6850','20200229'
'202002','1212214020','E','파래(냉장한 것)(식용의 것)','수출','424','4240','744','7440','20200229'
'202002','1212214090','E','파래(기타)(식용의 것)','수출','5340','196489','12175','419747','20200229'
'202002','1212215010','E','다시마(염장한 것)(식용의 것)','수출','6768','29442','11298','40588','20200229'
'202002','1212215030','E','다시마(냉동한 것)(식용의 것)','수출','4601','10434','6059','14163','20200229'
'202002','1212215090','E','다시마(기타)(식용의 것)','수출','34271','341589','62447','629389','20200229'
'202002','1212216090','E','우뭇가사리(기타)(식용의 것)','수출','14870','121810','143420','1389434','20200229'
'202002','1212217029','E','기타','수출','900','25142','900','25142','20200229'
'202002','1212219091','E','해초류와 기타조류 기타(냉동)(식용의 것)','수출','3955','9790','3955','9790','20200229'
'202002','1212219099','E','해초류와 기타조류 기타(기타)(식용의 것)','수출','3521','23171','11622','139209','20200229'
'202002','1212292090','E','미역(기타)','수출','105','1725','105','1725','20200229'
'202002','1212294090','E','파래(기타)','수출','1460','5520','1560','7020','20200229'
'202002','1212295090','E','다시마(기타)','수출','495','5726','1882','18220','20200229'
'202002','1212299099','E','해초류와 기타조류 기타(기타)','수출','3460','6435','9980','19998','20200229'
'202002','1302311000','E','실한천','수출','2171','116967','2371','127243','20200229'
'202002','1302312000','E','분한천','수출','5183','153923','46871','1299877','20200229'
'202002','1504109000','E','어류의간유/분획물(상어의간유','수출','59200','137836','103200','251188','20200229'
'202002','1504200000','E','어류의 지방과 기름 및 그 분획물[간유(肝油)는 제외한다]','수출','107245','165040','143245','215820','20200229'
'202002','1603003000','E','어류의액스','수출','37947','62479','140762','118049','20200229'
'202002','1603004000','E','어류의즙','수출','107523','165421','184712','323830','20200229'
'202002','1603009000','E','갑각류/연체동물/수생동물의','수출','64584','296995','111896','558781','20200229'
'202002','1604111000','E','연어(조제/밀폐용기에 넣은 것)','수출','962','6706','962','6706','20200229'
'202002','1604119000','E','연어(조제/밀페용기에 넣은 것 이외 기타)','수출','4','153','4','153','20200229'
'202002','1604129000','E','청어(통조림외조제품)','수출','0','0','1350','11940','20200229'
'202002','1604141011','E','다랭이(기름담금)','수출','30147','176285','47766','286964','20200229'
'202002','1604141012','E','다랭이(보일드)','수출','70','530','162','1202','20200229'
'202002','1604141019','E','다랭이류(다랭이/ 가다랭이 이외 기타/조제/밀폐용기에 넣은 것)','수출','24451','164916','40315','264534','20200229'
'202002','1604141021','E','다랭이류(조제/밀폐용기에 넣은 것 이외 기타)','수출','64392','373876','144686','810345','20200229'
'202002','1604141029','E','가다랭이(기타)','수출','27206','164765','40062','250674','20200229'
'202002','1604141039','E','버니토우(기타)','수출','144','814','144','814','20200229'
'202002','1604149000','E','다랭이류(조제/밀폐용기에 넣은 것 이외 기타)','수출','3170','27839','29877','221948','20200229'
'202002','1604151000','E','고등어(조제/밀폐용기에 넣은 것)','수출','5622','15592','18778','55119','20200229'
'202002','1604159000','E','고등어(조제/밀폐용기에 넣은 것 이외 기타)','수출','2005','26796','2285','29007','20200229'
'202002','1604161000','E','멸치(조제/밀폐용기에 넣은 것)','수출','1050','17936','1529','27909','20200229'
'202002','1604169000','E','전갱이(조제/밀폐용기에 넣은 것 이외 기타)','수출','8320','113934','9259','123988','20200229'
'202002','1604171000','E','뱀장어(조제 또는 저장처리)(밀폐용기에 넣은 것)','수출','140','3350','290','6917','20200229'
'202002','1604179000','E','뱀장어(조제 또는 저장처리)','수출','0','0','1040','22137','20200229'
'202002','1604191010','E','꽁치(통조림외조제품)','수출','56869','178731','97632','292356','20200229'
'202002','1604191090','E','어류조제품(연어/청어/정어리/고등어 등 밀폐용기에넣은것)','수출','347','5679','2731','26143','20200229'
'202002','1604199010','E','쥐치포(조제/밀페용기 이외 기타)','수출','266','7708','2616','52304','20200229'
'202002','1604199090','E','어류조제품(연어/청어/고등어/기타/조제/밀폐용기에 넣은 것)','수출','28048','551398','46082','910238','20200229'
'202002','1604203000','E','생선소시지','수출','162351','919185','442380','2511752','20200229'
'202002','1604204010','E','생선묵(게맛)','수출','527838','2387016','941054','4308537','20200229'
'202002','1604204090','E','생선묵(게맛의 것 이외 기타)','수출','615734','1993516','1099122','3595953','20200229'
'202002','1604209000','E','어류조제/저장제품(생선 페이스트/마리네이드/소시지/생선묵)','수출','120860','965038','258472','2163056','20200229'
'202002','1604320000','E','캐비아 대용물','수출','42558','559054','57524','741432','20200229'
'202002','1605101010','E','게살(밀폐용기에넣은것)','수출','490','12991','574','15230','20200229'
'202002','1605101091','E','붉은 대게살(밀폐용기에 넣은 것/ 훈제한 것 이외 기타)','수출','177647','2924212','377393','6232111','20200229'
'202002','1605101099','E','기타 게살(밀폐용기에 넣은 것/ 훈제한 것 이외 기타)','수출','9813','179358','10731','186477','20200229'
